"site","year","date","tree","caterpillars","recorder"
"DNM",2015,170,"2",1,"ABP"
"DNM",2015,170,"3",0,"ABP"
"DNM",2015,170,"7",0,"ABP"
"DNM",2015,170,"8",0,"ABP"
"DNS",2015,170,"6",0,"ABP"
"DNS",2015,170,"3",0,"ABP"
"DNS",2015,170,"7",0,"ABP"
"DNS",2015,170,"8",0,"ABP"
"DOR",2015,170,"4",0,"JDS"
"DOR",2015,170,"5",0,"JDS"
"DOR",2015,170,"7",0,"JDS"
"DOR",2015,170,"2",0,"JDS"
"FOF",2015,170,"9",0,"ABP"
"FOF",2015,170,"4",0,"ABP"
"FOF",2015,170,"6",0,"ABP"
"FOF",2015,170,"1B",0,"ABP"
"FSH",2015,170,"1",0,"JDS"
"FSH",2015,170,"6",0,"JDS"
"FSH",2015,170,"7",0,"JDS"
"FSH",2015,170,"5B",0,"JDS"
"INS",2015,170,"8",0,"JDS"
"INS",2015,170,"1",1,"JDS"
"INS",2015,170,"2",0,"JDS"
"INS",2015,170,"4B",0,"JDS"
"LVN",2015,170,"2",0,"ABP"
"LVN",2015,170,"3",0,"ABP"
"LVN",2015,170,"4",0,"ABP"
"LVN",2015,170,"7",0,"ABP"
"MUN",2015,170,"5",0,"JDS"
"MUN",2015,170,"4B",1,"JDS"
"MUN",2015,170,"7",0,"JDS"
"MUN",2015,170,"6",0,"JDS"
"NEW",2015,170,"2",0,"JDS"
"NEW",2015,170,"8",0,"JDS"
"NEW",2015,170,"3B",0,"JDS"
"NEW",2015,170,"5B",0,"JDS"
"PTH",2015,170,"3",0,"ABP"
"PTH",2015,170,"2B",0,"ABP"
"PTH",2015,170,"6",0,"ABP"
"PTH",2015,170,"4B",0,"ABP"
"RSY",2015,170,"5",1,"ABP"
"RSY",2015,170,"1",0,"ABP"
"RSY",2015,170,"2",0,"ABP"
"RSY",2015,170,"7",0,"ABP"
"RTH",2015,170,"2",0,"JDS"
"RTH",2015,170,"1",0,"JDS"
"RTH",2015,170,"4",0,"JDS"
"RTH",2015,170,"7",0,"JDS"
"SER",2015,170,"5",0,"ABP"
"SER",2015,170,"8",0,"ABP"
"SER",2015,170,"4",0,"ABP"
"SER",2015,170,"9",0,"ABP"
"ALN",2015,171,"8",0,"ABP"
"ALN",2015,171,"9",0,"ABP"
"AVI",2015,171,"2",0,"ABP"
"AVI",2015,171,"5",0,"ABP"
"AVN",2015,171,"7",0,"ABP"
"AVN",2015,171,"3",0,"ABP"
"CAL",2015,171,"1",0,"JDS"
"CAL",2015,171,"8",0,"JDS"
"CRU",2015,171,"1B",0,"ABP"
"CRU",2015,171,"4B",0,"ABP"
"DLW",2015,171,"2",0,"JDS"
"DLW",2015,171,"4",0,"JDS"
"DUN",2015,171,"3",0,"JDS"
"DUN",2015,171,"6B",0,"JDS"
"EDI",2015,171,"4",0,"JDS"
"EDI",2015,171,"6",0,"JDS"
"FOU",2015,171,"7",1,"ABP"
"FOU",2015,171,"9",0,"ABP"
"GLF",2015,171,"9",0,"JDS"
"GLF",2015,171,"5",0,"JDS"
"KCK",2015,171,"5",0,"JDS"
"KCK",2015,171,"6",0,"JDS"
"KCZ",2015,171,"1",0,"JDS"
"KCZ",2015,171,"7",0,"JDS"
"SLS",2015,171,"6",1,"ABP"
"SLS",2015,171,"7",0,"ABP"
"SPD",2015,171,"4",1,"ABP"
"SPD",2015,171,"6",0,"ABP"
"STY",2015,171,"2B",0,"JDS"
"STY",2015,171,"7B",0,"JDS"
"TOM",2015,171,"2",0,"ABP"
"TOM",2015,171,"6",1,"ABP"
"BLA",2015,172,"6",0,"IBC"
"BLA",2015,172,"4B",0,"IBC"
"BLG",2015,172,"9",0,"IBC"
"BLG",2015,172,"4B",0,"IBC"
"CAR",2015,172,"4",0,"ABP"
"CAR",2015,172,"9",0,"ABP"
"DAV",2015,172,"5",0,"ABP"
"DAV",2015,172,"7",0,"ABP"
"DEL",2015,172,"9",0,"ABP"
"DEL",2015,172,"1",0,"ABP"
"DNC",2015,172,"3B",0,"IBC"
"DNC",2015,172,"4",0,"IBC"
"DNM",2015,172,"4",0,"IBC"
"DNM",2015,172,"6",0,"IBC"
"DNS",2015,172,"1",0,"IBC"
"DNS",2015,172,"4",0,"IBC"
"DOR",2015,172,"6",0,"ABP"
"DOR",2015,172,"1",0,"ABP"
"FOF",2015,172,"7",0,"IBC"
"FOF",2015,172,"5",0,"IBC"
"FSH",2015,172,"2B",0,"ABP"
"FSH",2015,172,"8",0,"ABP"
"INS",2015,172,"3",0,"ABP"
"INS",2015,172,"5",0,"ABP"
"LVN",2015,172,"1",0,"IBC"
"LVN",2015,172,"6",0,"IBC"
"MUN",2015,172,"2",0,"ABP"
"MUN",2015,172,"3B",0,"ABP"
"NEW",2015,172,"4B",0,"ABP"
"NEW",2015,172,"1",0,"ABP"
"PTH",2015,172,"1",0,"IBC"
"PTH",2015,172,"8",0,"IBC"
"RSY",2015,172,"3",0,"IBC"
"RSY",2015,172,"4",0,"IBC"
"RTH",2015,172,"3",1,"ABP"
"RTH",2015,172,"5",0,"ABP"
"ALN",2015,173,"1",0,"IBC"
"ALN",2015,173,"2",0,"IBC"
"ALN",2015,173,"6",0,"IBC"
"ALN",2015,173,"7",0,"IBC"
"AVI",2015,173,"3",0,"IBC"
"AVI",2015,173,"4",0,"IBC"
"AVI",2015,173,"7",0,"IBC"
"AVI",2015,173,"8",0,"IBC"
"AVN",2015,173,"8",0,"IBC"
"AVN",2015,173,"2",0,"IBC"
"AVN",2015,173,"4",0,"IBC"
"AVN",2015,173,"6",0,"IBC"
"CAL",2015,173,"2B",0,"ABP"
"CAL",2015,173,"4B",0,"ABP"
"CAL",2015,173,"6",0,"ABP"
"CAL",2015,173,"5B",0,"ABP"
"CRU",2015,173,"5",0,"IBC"
"CRU",2015,173,"6",0,"IBC"
"CRU",2015,173,"7",0,"IBC"
"CRU",2015,173,"8",0,"IBC"
"DLW",2015,173,"7",0,"ABP"
"DLW",2015,173,"6B",0,"ABP"
"DLW",2015,173,"1",0,"ABP"
"DLW",2015,173,"8",1,"ABP"
"DUN",2015,173,"4",0,"ABP"
"DUN",2015,173,"1B",0,"ABP"
"DUN",2015,173,"8",1,"ABP"
"DUN",2015,173,"5",0,"ABP"
"EDI",2015,173,"2",0,"ABP"
"EDI",2015,173,"7",0,"ABP"
"EDI",2015,173,"1",0,"ABP"
"EDI",2015,173,"5",0,"ABP"
"FOU",2015,173,"8",0,"IBC"
"FOU",2015,173,"4",0,"IBC"
"FOU",2015,173,"6B",0,"IBC"
"FOU",2015,173,"3",0,"IBC"
"GLF",2015,173,"3B",0,"ABP"
"GLF",2015,173,"2",0,"ABP"
"GLF",2015,173,"6",0,"ABP"
"GLF",2015,173,"7",0,"ABP"
"KCK",2015,173,"2",0,"ABP"
"KCK",2015,173,"3",0,"ABP"
"KCK",2015,173,"4",0,"ABP"
"KCK",2015,173,"1",0,"ABP"
"KCZ",2015,173,"8",0,"ABP"
"KCZ",2015,173,"3",0,"ABP"
"KCZ",2015,173,"4",0,"ABP"
"KCZ",2015,173,"6",0,"ABP"
"SER",2015,173,"5",0,"ABP"
"SER",2015,173,"8",0,"ABP"
"SER",2015,173,"4",0,"ABP"
"SER",2015,173,"9",0,"ABP"
"SLS",2015,173,"1",1,"IBC"
"SLS",2015,173,"2",0,"IBC"
"SLS",2015,173,"3",0,"IBC"
"SLS",2015,173,"8",0,"IBC"
"SPD",2015,173,"1",0,"IBC"
"SPD",2015,173,"3",0,"IBC"
"SPD",2015,173,"5",1,"IBC"
"SPD",2015,173,"7",0,"IBC"
"STY",2015,173,"8",0,"ABP"
"STY",2015,173,"5",0,"ABP"
"STY",2015,173,"6",0,"ABP"
"STY",2015,173,"1",0,"ABP"
"TOM",2015,173,"1",0,"IBC"
"TOM",2015,173,"3",0,"IBC"
"TOM",2015,173,"4",0,"IBC"
"TOM",2015,173,"8",0,"IBC"
"BLA",2015,174,"7",0,"JDS"
"BLA",2015,174,"2",0,"JDS"
"BLA",2015,174,"5",0,"JDS"
"BLA",2015,174,"3",0,"JDS"
"BLG",2015,174,"5",0,"JDS"
"BLG",2015,174,"6",0,"JDS"
"BLG",2015,174,"7",0,"JDS"
"BLG",2015,174,"2",0,"JDS"
"CAR",2015,174,"7",0,"IBC"
"CAR",2015,174,"1",0,"IBC"
"CAR",2015,174,"2",0,"IBC"
"CAR",2015,174,"9",0,"IBC"
"DAV",2015,174,"1",0,"IBC"
"DAV",2015,174,"9",0,"IBC"
"DAV",2015,174,"3",0,"IBC"
"DAV",2015,174,"8",0,"IBC"
"DEL",2015,174,"3",0,"IBC"
"DEL",2015,174,"5",0,"IBC"
"DEL",2015,174,"8",0,"IBC"
"DEL",2015,174,"6B",0,"IBC"
"DNC",2015,174,"1",0,"JDS"
"DNC",2015,174,"2",0,"JDS"
"DNC",2015,174,"8",0,"JDS"
"DNC",2015,174,"5B",0,"JDS"
"DNM",2015,174,"2",0,"JDS"
"DNM",2015,174,"3",0,"JDS"
"DNM",2015,174,"7",0,"JDS"
"DNM",2015,174,"8",0,"JDS"
"DNS",2015,174,"6",0,"JDS"
"DNS",2015,174,"3",0,"JDS"
"DNS",2015,174,"7",0,"JDS"
"DNS",2015,174,"8",0,"JDS"
"DOR",2015,174,"4",0,"IBC"
"DOR",2015,174,"5",0,"IBC"
"DOR",2015,174,"7",0,"IBC"
"DOR",2015,174,"2",0,"IBC"
"FOF",2015,174,"9",0,"JDS"
"FOF",2015,174,"4",0,"JDS"
"FOF",2015,174,"6",0,"JDS"
"FOF",2015,174,"1B",0,"JDS"
"FSH",2015,174,"1",0,"IBC"
"FSH",2015,174,"6",0,"IBC"
"FSH",2015,174,"7",0,"IBC"
"FSH",2015,174,"5B",0,"IBC"
"INS",2015,174,"8",0,"IBC"
"INS",2015,174,"1",0,"IBC"
"INS",2015,174,"2",0,"IBC"
"INS",2015,174,"4B",0,"IBC"
"LVN",2015,174,"2",0,"JDS"
"LVN",2015,174,"3",0,"JDS"
"LVN",2015,174,"4",0,"JDS"
"LVN",2015,174,"7",0,"JDS"
"MUN",2015,174,"5",0,"IBC"
"MUN",2015,174,"4B",0,"IBC"
"MUN",2015,174,"7",0,"IBC"
"MUN",2015,174,"6",0,"IBC"
"NEW",2015,174,"2",0,"IBC"
"NEW",2015,174,"8",0,"IBC"
"NEW",2015,174,"3B",0,"IBC"
"NEW",2015,174,"5B",0,"IBC"
"PTH",2015,174,"3",0,"JDS"
"PTH",2015,174,"2B",0,"JDS"
"PTH",2015,174,"6",0,"JDS"
"PTH",2015,174,"4B",0,"JDS"
"RSY",2015,174,"5",0,"JDS"
"RSY",2015,174,"1",0,"JDS"
"RSY",2015,174,"2",0,"JDS"
"RSY",2015,174,"7",0,"JDS"
"RTH",2015,174,"2",0,"IBC"
"RTH",2015,174,"1",0,"IBC"
"RTH",2015,174,"4",0,"IBC"
"RTH",2015,174,"7",0,"IBC"
"SER",2015,174,"5",0,"JDS"
"SER",2015,174,"8",0,"JDS"
"SER",2015,174,"4",0,"JDS"
"SER",2015,174,"9",0,"JDS"
"ALN",2015,175,"8",0,"JDS"
"ALN",2015,175,"9",0,"JDS"
"AVI",2015,175,"2",0,"JDS"
"AVI",2015,175,"5",0,"JDS"
"AVN",2015,175,"7",0,"JDS"
"AVN",2015,175,"3",0,"JDS"
"CAL",2015,175,"1",0,"IBC"
"CAL",2015,175,"8",3,"IBC"
"CRU",2015,175,"1B",0,"JDS"
"CRU",2015,175,"4B",0,"JDS"
"DLW",2015,175,"2",0,"IBC"
"DLW",2015,175,"4",0,"IBC"
"DUN",2015,175,"3",0,"IBC"
"DUN",2015,175,"6B",0,"IBC"
"EDI",2015,175,"4",0,"IBC"
"EDI",2015,175,"6",0,"IBC"
"FOU",2015,175,"7",0,"JDS"
"FOU",2015,175,"9",0,"JDS"
"GLF",2015,175,"9",0,"IBC"
"GLF",2015,175,"5",0,"IBC"
"KCK",2015,175,"5",0,"IBC"
"KCK",2015,175,"6",0,"IBC"
"KCZ",2015,175,"1",0,"IBC"
"KCZ",2015,175,"7",0,"IBC"
"SLS",2015,175,"6",0,"JDS"
"SLS",2015,175,"7",0,"JDS"
"SPD",2015,175,"4",1,"JDS"
"SPD",2015,175,"6",0,"JDS"
"STY",2015,175,"2B",0,"IBC"
"STY",2015,175,"7B",0,"IBC"
"TOM",2015,175,"2",0,"JDS"
"TOM",2015,175,"6",0,"JDS"
"ALN",2016,130,"1",0,"IBC"
"ALN",2016,130,"2",0,"IBC"
"ALN",2016,130,"6",0,"IBC"
"ALN",2016,130,"7",0,"IBC"
"ART",2016,130,"4",0,"IBC"
"ART",2016,130,"7",0,"IBC"
"ART",2016,130,"8",0,"IBC"
"AVI",2016,130,"3",0,"IBC"
"AVI",2016,130,"4",0,"IBC"
"AVI",2016,130,"7",0,"IBC"
"AVI",2016,130,"8",0,"IBC"
"CAL",2016,130,"2B",0,"JDS"
"CAL",2016,130,"4B",0,"JDS"
"CAL",2016,130,"6",0,"JDS"
"CAL",2016,130,"5B",0,"JDS"
"CRU",2016,130,"5",0,"JDS"
"CRU",2016,130,"6",0,"JDS"
"CRU",2016,130,"7",0,"JDS"
"CRU",2016,130,"8",0,"JDS"
"DAV",2016,130,"1",0,"IBC"
"DAV",2016,130,"2",0,"IBC"
"DAV",2016,130,"3",0,"IBC"
"DAV",2016,130,"8",0,"IBC"
"DLW",2016,130,"7",0,"JDS"
"DLW",2016,130,"6B",0,"JDS"
"DLW",2016,130,"1",0,"JDS"
"DLW",2016,130,"8",0,"JDS"
"EDI",2016,130,"2",0,"JDS"
"EDI",2016,130,"7",0,"JDS"
"EDI",2016,130,"1",0,"JDS"
"EDI",2016,130,"5",0,"JDS"
"FOU",2016,130,"8",0,"IBC"
"FOU",2016,130,"4",0,"IBC"
"FOU",2016,130,"6B",0,"IBC"
"FOU",2016,130,"3",0,"IBC"
"GLF",2016,130,"3B",0,"JDS"
"GLF",2016,130,"2",0,"JDS"
"GLF",2016,130,"6",0,"JDS"
"GLF",2016,130,"7",0,"JDS"
"KCK",2016,130,"2",0,"JDS"
"KCK",2016,130,"3",0,"JDS"
"KCK",2016,130,"4",0,"JDS"
"KCK",2016,130,"1",0,"JDS"
"KCZ",2016,130,"8",0,"JDS"
"KCZ",2016,130,"3",0,"JDS"
"KCZ",2016,130,"4",0,"JDS"
"KCZ",2016,130,"6",0,"JDS"
"MCH",2016,130,"8",0,"JDS"
"MCH",2016,130,"5B",0,"JDS"
"MCH",2016,130,"4",0,"JDS"
"MCH",2016,130,"7",0,"JDS"
"NEW",2016,130,"2",0,"IBC"
"NEW",2016,130,"8",0,"IBC"
"NEW",2016,130,"3B",0,"IBC"
"NEW",2016,130,"5B",0,"IBC"
"SER",2016,130,"5",0,"JDS"
"SER",2016,130,"8",0,"JDS"
"SER",2016,130,"4",0,"JDS"
"SER",2016,130,"9",0,"JDS"
"SLS",2016,130,"1",0,"IBC"
"SLS",2016,130,"2",0,"IBC"
"SLS",2016,130,"3",0,"IBC"
"SLS",2016,130,"8",0,"IBC"
"SPD",2016,130,"1",0,"IBC"
"SPD",2016,130,"3",0,"IBC"
"SPD",2016,130,"5",0,"IBC"
"SPD",2016,130,"7",0,"IBC"
"STY",2016,130,"8",0,"JDS"
"STY",2016,130,"5",0,"JDS"
"STY",2016,130,"6",0,"JDS"
"STY",2016,130,"1",0,"JDS"
"TAI",2016,130,"3",0,"IBC"
"TAI",2016,130,"1B",0,"IBC"
"TAI",2016,130,"5B",0,"IBC"
"TAI",2016,130,"8",0,"IBC"
"AVN",2016,131,"8",0,"IBC"
"AVN",2016,131,"2",0,"IBC"
"AVN",2016,131,"4",0,"IBC"
"AVN",2016,131,"6",0,"IBC"
"BIR",2016,131,"1",0,"JDS"
"BIR",2016,131,"2",0,"JDS"
"BIR",2016,131,"4",0,"JDS"
"BIR",2016,131,"5",0,"JDS"
"BLA",2016,131,"7",0,"JDS"
"BLA",2016,131,"2",0,"JDS"
"BLA",2016,131,"5",0,"JDS"
"BLA",2016,131,"3",0,"JDS"
"BLG",2016,131,"5",0,"JDS"
"BLG",2016,131,"6",0,"JDS"
"BLG",2016,131,"7",0,"JDS"
"BLG",2016,131,"2",0,"JDS"
"CAR",2016,131,"1",0,"IBC"
"CAR",2016,131,"2",0,"IBC"
"CAR",2016,131,"8",0,"IBC"
"DEL",2016,131,"3",0,"IBC"
"DEL",2016,131,"5",0,"IBC"
"DEL",2016,131,"6B",0,"IBC"
"DEL",2016,131,"7",0,"IBC"
"DNC",2016,131,"1",0,"JDS"
"DNC",2016,131,"2",0,"JDS"
"DNC",2016,131,"8",0,"JDS"
"DNC",2016,131,"5B",0,"JDS"
"DNM",2016,131,"2",0,"JDS"
"DNM",2016,131,"3",0,"JDS"
"DNM",2016,131,"7",0,"JDS"
"DNM",2016,131,"8",0,"JDS"
"DNS",2016,131,"6",0,"JDS"
"DNS",2016,131,"3",0,"JDS"
"DNS",2016,131,"7",0,"JDS"
"DNS",2016,131,"8",0,"JDS"
"DOR",2016,131,"4",0,"IBC"
"DOR",2016,131,"5",0,"IBC"
"DOR",2016,131,"7",0,"IBC"
"DOR",2016,131,"2",0,"IBC"
"FOF",2016,131,"9",0,"JDS"
"FOF",2016,131,"4",0,"JDS"
"FOF",2016,131,"6",0,"JDS"
"FOF",2016,131,"1B",1,"JDS"
"FSH",2016,131,"6",0,"IBC"
"FSH",2016,131,"7",0,"IBC"
"FSH",2016,131,"4B",0,"IBC"
"FSH",2016,131,"5B",0,"IBC"
"INS",2016,131,"8",0,"IBC"
"INS",2016,131,"1",0,"IBC"
"INS",2016,131,"2",0,"IBC"
"INS",2016,131,"4B",0,"IBC"
"LVN",2016,131,"2",0,"JDS"
"LVN",2016,131,"3",0,"JDS"
"LVN",2016,131,"4",0,"JDS"
"LVN",2016,131,"7",0,"JDS"
"MUN",2016,131,"5",0,"IBC"
"MUN",2016,131,"4B",0,"IBC"
"MUN",2016,131,"6",0,"IBC"
"RSY",2016,131,"5",0,"JDS"
"RSY",2016,131,"1",0,"JDS"
"RSY",2016,131,"2",0,"JDS"
"RSY",2016,131,"7",0,"JDS"
"RTH",2016,131,"2",0,"IBC"
"RTH",2016,131,"1",0,"IBC"
"RTH",2016,131,"4",0,"IBC"
"RTH",2016,131,"7",0,"IBC"
"TOM",2016,131,"1",0,"IBC"
"TOM",2016,131,"3",0,"IBC"
"TOM",2016,131,"4",0,"IBC"
"TOM",2016,131,"8",0,"IBC"
"ALN",2016,132,"8",0,"JDS"
"ALN",2016,132,"9",0,"JDS"
"ART",2016,132,"3",0,"JDS"
"ART",2016,132,"9",0,"JDS"
"AVI",2016,132,"2",0,"JDS"
"AVI",2016,132,"5",0,"JDS"
"CAL",2016,132,"1",0,"IBC"
"CAL",2016,132,"8",0,"IBC"
"CRU",2016,132,"1B",0,"IBC"
"CRU",2016,132,"4B",0,"IBC"
"DAV",2016,132,"5",0,"JDS"
"DAV",2016,132,"7",0,"JDS"
"DLW",2016,132,"2",0,"IBC"
"DLW",2016,132,"4",0,"IBC"
"EDI",2016,132,"4",0,"IBC"
"EDI",2016,132,"6",0,"IBC"
"FOU",2016,132,"7",0,"JDS"
"FOU",2016,132,"9",0,"JDS"
"GLF",2016,132,"8",0,"IBC"
"GLF",2016,132,"5",0,"IBC"
"KCK",2016,132,"5",0,"IBC"
"KCK",2016,132,"6",0,"IBC"
"KCZ",2016,132,"1",0,"IBC"
"KCZ",2016,132,"7",0,"IBC"
"MCH",2016,132,"6B",0,"IBC"
"MCH",2016,132,"3",0,"IBC"
"NEW",2016,132,"4B",0,"JDS"
"NEW",2016,132,"1",0,"JDS"
"SLS",2016,132,"6",0,"JDS"
"SLS",2016,132,"7",0,"JDS"
"SPD",2016,132,"4",0,"JDS"
"SPD",2016,132,"6",0,"JDS"
"STY",2016,132,"2B",0,"IBC"
"STY",2016,132,"7B",0,"IBC"
"TAI",2016,132,"7B",0,"JDS"
"TAI",2016,132,"2B",0,"JDS"
"AVN",2016,133,"7",1,"JDS"
"AVN",2016,133,"3",0,"JDS"
"BIR",2016,133,"3",0,"ABP"
"BLA",2016,133,"6",0,"ABP"
"BLA",2016,133,"4B",0,"ABP"
"BLG",2016,133,"9",0,"ABP"
"BLG",2016,133,"4B",0,"ABP"
"CAR",2016,133,"4",0,"JDS"
"CAR",2016,133,"9",0,"JDS"
"DEL",2016,133,"9",0,"JDS"
"DEL",2016,133,"1",0,"JDS"
"DNC",2016,133,"3B",0,"ABP"
"DNC",2016,133,"4",0,"ABP"
"DNM",2016,133,"4",0,"ABP"
"DNM",2016,133,"6",0,"ABP"
"DNS",2016,133,"1",0,"ABP"
"DNS",2016,133,"4",0,"ABP"
"DOR",2016,133,"6",0,"JDS"
"DOR",2016,133,"1",0,"JDS"
"FOF",2016,133,"7",0,"ABP"
"FOF",2016,133,"5",0,"ABP"
"FSH",2016,133,"2B",0,"JDS"
"FSH",2016,133,"8",0,"JDS"
"INS",2016,133,"3",0,"JDS"
"INS",2016,133,"5",0,"JDS"
"LVN",2016,133,"1",0,"ABP"
"LVN",2016,133,"6",0,"ABP"
"MUN",2016,133,"2",0,"JDS"
"MUN",2016,133,"3B",0,"JDS"
"RSY",2016,133,"3",0,"ABP"
"RSY",2016,133,"4",0,"ABP"
"RTH",2016,133,"3",0,"JDS"
"RTH",2016,133,"5",0,"JDS"
"SER",2016,133,"7",0,"ABP"
"SER",2016,133,"6",0,"ABP"
"TOM",2016,133,"2",0,"JDS"
"TOM",2016,133,"6",0,"JDS"
"ALN",2016,134,"1",0,"JDS"
"ALN",2016,134,"2",0,"JDS"
"ALN",2016,134,"6",0,"JDS"
"ALN",2016,134,"7",0,"JDS"
"ART",2016,134,"4",0,"JDS"
"ART",2016,134,"2",0,"JDS"
"ART",2016,134,"7",0,"JDS"
"ART",2016,134,"8",0,"JDS"
"AVI",2016,134,"3",0,"JDS"
"AVI",2016,134,"4",0,"JDS"
"AVI",2016,134,"7",0,"JDS"
"AVI",2016,134,"8",0,"JDS"
"CAL",2016,134,"2B",0,"ABP"
"CAL",2016,134,"4B",0,"ABP"
"CAL",2016,134,"6",0,"ABP"
"CAL",2016,134,"5B",0,"ABP"
"CRU",2016,134,"5",0,"ABP"
"CRU",2016,134,"6",0,"ABP"
"CRU",2016,134,"7",0,"ABP"
"CRU",2016,134,"8",0,"ABP"
"DAV",2016,134,"1",0,"JDS"
"DAV",2016,134,"2",0,"JDS"
"DAV",2016,134,"3",0,"JDS"
"DAV",2016,134,"8",0,"JDS"
"DLW",2016,134,"7",0,"ABP"
"DLW",2016,134,"6B",0,"ABP"
"DLW",2016,134,"1",0,"ABP"
"DLW",2016,134,"8",0,"ABP"
"EDI",2016,134,"2",0,"ABP"
"EDI",2016,134,"7",0,"ABP"
"EDI",2016,134,"1",0,"ABP"
"EDI",2016,134,"5",0,"ABP"
"FOU",2016,134,"8",0,"JDS"
"FOU",2016,134,"4",0,"JDS"
"FOU",2016,134,"6B",0,"JDS"
"FOU",2016,134,"3",0,"JDS"
"GLF",2016,134,"3B",0,"ABP"
"GLF",2016,134,"2",0,"ABP"
"GLF",2016,134,"6",0,"ABP"
"GLF",2016,134,"7",0,"ABP"
"KCK",2016,134,"2",0,"ABP"
"KCK",2016,134,"3",0,"ABP"
"KCK",2016,134,"4",0,"ABP"
"KCK",2016,134,"1",0,"ABP"
"KCZ",2016,134,"8",0,"ABP"
"KCZ",2016,134,"3",0,"ABP"
"KCZ",2016,134,"4",0,"ABP"
"KCZ",2016,134,"6",0,"ABP"
"MCH",2016,134,"8",0,"ABP"
"MCH",2016,134,"5B",0,"ABP"
"MCH",2016,134,"4",0,"ABP"
"MCH",2016,134,"7",0,"ABP"
"NEW",2016,134,"2",0,"JDS"
"NEW",2016,134,"8",0,"JDS"
"NEW",2016,134,"3B",0,"JDS"
"NEW",2016,134,"5B",0,"JDS"
"SER",2016,134,"5",0,"ABP"
"SER",2016,134,"8",0,"ABP"
"SER",2016,134,"4",0,"ABP"
"SER",2016,134,"9",0,"ABP"
"SLS",2016,134,"1",0,"JDS"
"SLS",2016,134,"2",0,"JDS"
"SLS",2016,134,"3",0,"JDS"
"SLS",2016,134,"8",0,"JDS"
"SPD",2016,134,"1",0,"JDS"
"SPD",2016,134,"3",0,"JDS"
"SPD",2016,134,"5",0,"JDS"
"SPD",2016,134,"7",0,"JDS"
"STY",2016,134,"8",0,"ABP"
"STY",2016,134,"5",0,"ABP"
"STY",2016,134,"6",0,"ABP"
"STY",2016,134,"1",0,"ABP"
"TAI",2016,134,"3",0,"JDS"
"TAI",2016,134,"1B",0,"JDS"
"TAI",2016,134,"5B",0,"JDS"
"TAI",2016,134,"8",0,"JDS"
"AVN",2016,135,"8",0,"JDS"
"AVN",2016,135,"2",0,"JDS"
"AVN",2016,135,"4",0,"JDS"
"AVN",2016,135,"6",0,"JDS"
"BIR",2016,135,"1",0,"IBC"
"BIR",2016,135,"2",0,"IBC"
"BIR",2016,135,"4",0,"IBC"
"BIR",2016,135,"5",0,"IBC"
"BLA",2016,135,"7",0,"IBC"
"BLA",2016,135,"2",0,"IBC"
"BLA",2016,135,"5",0,"IBC"
"BLA",2016,135,"3",0,"IBC"
"BLG",2016,135,"5",0,"IBC"
"BLG",2016,135,"6",1,"IBC"
"BLG",2016,135,"7",0,"IBC"
"BLG",2016,135,"2",0,"IBC"
"CAR",2016,135,"7",0,"JDS"
"CAR",2016,135,"1",0,"JDS"
"CAR",2016,135,"2",0,"JDS"
"CAR",2016,135,"8",0,"JDS"
"DEL",2016,135,"3",0,"JDS"
"DEL",2016,135,"5",0,"JDS"
"DEL",2016,135,"6B",0,"JDS"
"DEL",2016,135,"7",0,"JDS"
"DNC",2016,135,"1",0,"IBC"
"DNC",2016,135,"2",0,"IBC"
"DNC",2016,135,"8",0,"IBC"
"DNC",2016,135,"5B",0,"IBC"
"DNM",2016,135,"2",0,"IBC"
"DNM",2016,135,"3",0,"IBC"
"DNM",2016,135,"7",0,"IBC"
"DNM",2016,135,"8",0,"IBC"
"DNS",2016,135,"6",0,"IBC"
"DNS",2016,135,"3",0,"IBC"
"DNS",2016,135,"7",0,"IBC"
"DNS",2016,135,"8",0,"IBC"
"DOR",2016,135,"4",0,"JDS"
"DOR",2016,135,"5",0,"JDS"
"DOR",2016,135,"7",0,"JDS"
"DOR",2016,135,"2",0,"JDS"
"FOF",2016,135,"9",0,"IBC"
"FOF",2016,135,"4",0,"IBC"
"FOF",2016,135,"6",0,"IBC"
"FOF",2016,135,"1B",0,"IBC"
"FSH",2016,135,"6",0,"JDS"
"FSH",2016,135,"7",0,"JDS"
"FSH",2016,135,"4B",0,"JDS"
"FSH",2016,135,"5B",0,"JDS"
"INS",2016,135,"8",0,"JDS"
"INS",2016,135,"1",0,"JDS"
"INS",2016,135,"2",0,"JDS"
"INS",2016,135,"4B",0,"JDS"
"LVN",2016,135,"2",0,"IBC"
"LVN",2016,135,"3",0,"IBC"
"LVN",2016,135,"4",0,"IBC"
"LVN",2016,135,"7",0,"IBC"
"MUN",2016,135,"5",0,"JDS"
"MUN",2016,135,"4B",0,"JDS"
"MUN",2016,135,"7",0,"JDS"
"MUN",2016,135,"6",0,"JDS"
"RSY",2016,135,"5",0,"IBC"
"RSY",2016,135,"1",0,"IBC"
"RSY",2016,135,"2",0,"IBC"
"RSY",2016,135,"7",0,"IBC"
"TOM",2016,135,"1",0,"JDS"
"TOM",2016,135,"3",0,"JDS"
"TOM",2016,135,"4",0,"JDS"
"TOM",2016,135,"8",0,"JDS"
"ALN",2016,136,"8",0,"IBC"
"ALN",2016,136,"9",0,"IBC"
"ART",2016,136,"3",0,"IBC"
"ART",2016,136,"9",0,"IBC"
"AVI",2016,136,"2",0,"IBC"
